,NOC,Year,Sport,isHoster,Bronze,Gold,No medal,Silver
6333,DEN,1960,Cycling,0,0,0,3,0
6334,DEN,1960,Diving,0,0,0,1,0
6335,DEN,1960,Equestrianism,0,0,0,3,0
6336,DEN,1960,Fencing,0,0,0,2,0
6337,DEN,1960,Football,0,0,0,0,1
6338,DEN,1960,Hockey,0,0,0,1,0
6339,DEN,1960,Modern Pentathlon,0,0,0,1,0
6340,DEN,1960,Rowing,0,0,0,5,0
6341,DEN,1960,Sailing,0,0,1,1,2
6342,DEN,1960,Shooting,0,0,0,8,0
6343,DEN,1960,Swimming,0,0,0,2,0
6344,DEN,1960,Wrestling,0,0,0,5,0
6345,DEN,1964,Athletics,0,0,0,5,0
6346,DEN,1964,Boxing,0,0,0,4,0
6347,DEN,1964,Canoeing,0,2,0,6,0
6348,DEN,1964,Cycling,0,2,0,9,2
6349,DEN,1964,Diving,0,0,0,2,0
6350,DEN,1964,Rowing,0,0,1,3,0
6351,DEN,1964,Sailing,0,1,1,2,0
6352,DEN,1964,Shooting,0,0,0,4,0
6353,DEN,1964,Swimming,0,0,0,4,0
6354,DEN,1964,Wrestling,0,0,0,4,0
6355,DEN,1968,Athletics,0,0,0,6,0
6356,DEN,1968,Boxing,0,0,0,2,0
6357,DEN,1968,Canoeing,0,2,0,2,0
6358,DEN,1968,Cycling,0,0,2,6,5
6359,DEN,1968,Gymnastics,0,0,0,12,0
6360,DEN,1968,Modern Pentathlon,0,0,0,1,0
6361,DEN,1968,Rowing,0,2,0,2,0
6362,DEN,1968,Sailing,0,0,0,4,1
6363,DEN,1968,Shooting,0,0,0,6,0
6364,DEN,1968,Swimming,0,0,0,7,0
6365,DEN,1968,Wrestling,0,0,0,4,0
6366,DEN,1972,Archery,0,0,0,2,0
6367,DEN,1972,Athletics,0,0,0,11,0
6368,DEN,1972,Boxing,0,0,0,3,0
6369,DEN,1972,Canoeing,0,0,0,6,0
6370,DEN,1972,Cycling,0,0,1,7,0
6371,DEN,1972,Equestrianism,0,0,0,3,0
6372,DEN,1972,Fencing,0,0,0,4,0
6373,DEN,1972,Football,0,0,0,1,0
6374,DEN,1972,Gymnastics,0,0,0,7,0
6375,DEN,1972,Handball,0,0,0,1,0
6376,DEN,1972,Modern Pentathlon,0,0,0,2,0
6377,DEN,1972,Rowing,0,0,0,4,0
6378,DEN,1972,Sailing,0,0,0,4,0
6379,DEN,1972,Shooting,0,0,0,10,0
6380,DEN,1972,Swimming,0,0,0,11,0
6381,DEN,1972,Weightlifting,0,0,0,3,0
6382,DEN,1972,Wrestling,0,0,0,4,0
6383,DEN,1976,Archery,0,0,0,1,0
6384,DEN,1976,Athletics,0,0,0,3,0
6385,DEN,1976,Boxing,0,0,0,3,0
6386,DEN,1976,Canoeing,0,0,0,2,0
6387,DEN,1976,Cycling,0,2,0,5,0
6388,DEN,1976,Equestrianism,0,0,0,3,0
6389,DEN,1976,Fencing,0,0,0,2,0
6390,DEN,1976,Gymnastics,0,0,0,7,0
6391,DEN,1976,Handball,0,0,0,1,0
6392,DEN,1976,Modern Pentathlon,0,0,0,1,0
6393,DEN,1976,Rowing,0,0,0,2,0
6394,DEN,1976,Sailing,0,0,1,4,0
6395,DEN,1976,Shooting,0,0,0,8,0
6396,DEN,1976,Swimming,0,0,0,2,0
6397,DEN,1976,Weightlifting,0,0,0,1,0
6398,DEN,1980,Athletics,0,0,0,2,0
6399,DEN,1980,Boxing,0,0,0,3,0
6400,DEN,1980,Canoeing,0,0,0,2,0
6401,DEN,1980,Cycling,0,2,0,5,0
6402,DEN,1980,Diving,0,0,0,1,0
6403,DEN,1980,Fencing,0,0,0,2,0
6404,DEN,1980,Handball,0,0,0,1,0
6405,DEN,1980,Rowing,0,0,0,3,0
6406,DEN,1980,Sailing,0,0,1,3,1
6407,DEN,1980,Shooting,0,0,1,5,0
6408,DEN,1980,Swimming,0,1,0,1,0
6409,DEN,1980,Weightlifting,0,0,0,1,0
6410,DEN,1980,Wrestling,0,0,0,3,0
6411,DEN,1984,Athletics,0,0,0,2,0
6412,DEN,1984,Canoeing,0,2,0,0,2
6413,DEN,1984,Cycling,0,0,0,9,0
6414,DEN,1984,Equestrianism,0,0,0,3,2
6415,DEN,1984,Handball,0,0,0,1,0
6416,DEN,1984,Judo,0,0,0,1,0
6417,DEN,1984,Rowing,0,2,0,1,0
6418,DEN,1984,Sailing,0,0,0,4,0
6419,DEN,1984,Shooting,0,0,0,6,1
6420,DEN,1984,Swimming,0,0,0,6,0
6421,DEN,1984,Weightlifting,0,0,0,1,0
6422,DEN,1988,Archery,0,0,0,2,0
6423,DEN,1988,Athletics,0,0,0,5,0
6424,DEN,1988,Boxing,0,0,0,5,0
6425,DEN,1988,Canoeing,0,0,0,6,0
6426,DEN,1988,Cycling,0,0,1,7,0
6427,DEN,1988,Equestrianism,0,0,0,3,0
6428,DEN,1988,Judo,0,0,0,1,0
6429,DEN,1988,Modern Pentathlon,0,0,0,1,0
6430,DEN,1988,Rhythmic Gymnastics,0,0,0,1,0
6431,DEN,1988,Rowing,0,0,0,2,0
6432,DEN,1988,Sailing,0,1,1,5,0
6433,DEN,1988,Shooting,0,0,0,10,0
6434,DEN,1988,Swimming,0,0,0,24,1
6435,DEN,1988,Tennis,0,0,0,3,0
6436,DEN,1988,Weightlifting,0,0,0,2,0
6437,DEN,1992,Archery,0,0,0,2,0
6438,DEN,1992,Athletics,0,0,0,3,0
6439,DEN,1992,Badminton,0,1,0,4,0
6440,DEN,1992,Boxing,0,1,0,3,0
6441,DEN,1992,Canoeing,0,0,0,7,2
6442,DEN,1992,Cycling,0,2,0,8,0
6443,DEN,1992,Equestrianism,0,0,0,5,0
6444,DEN,1992,Football,0,0,0,1,0
6445,DEN,1992,Rowing,0,0,0,2,0
6446,DEN,1992,Sailing,0,1,1,7,0
6447,DEN,1992,Shooting,0,0,0,7,0
6448,DEN,1992,Swimming,0,0,0,18,0
6449,DEN,1992,Tennis,0,0,0,2,0
6450,DEN,1992,Weightlifting,0,0,0,2,0
6451,DEN,1996,Athletics,0,0,0,7,0
6452,DEN,1996,Badminton,0,0,1,5,0
6453,DEN,1996,Boxing,0,0,0,2,0
6454,DEN,1996,Canoeing,0,0,0,4,0
6455,DEN,1996,Cycling,0,0,0,8,2
6456,DEN,1996,Equestrianism,0,0,0,3,0
6457,DEN,1996,Fencing,0,0,0,2,0
6458,DEN,1996,Football,0,0,0,1,0
6459,DEN,1996,Handball,0,0,1,0,0
6460,DEN,1996,Rowing,0,1,1,3,0
6461,DEN,1996,Sailing,0,0,1,6,0
6462,DEN,1996,Shooting,0,0,0,13,0
6463,DEN,1996,Swimming,0,0,0,15,0
6464,DEN,1996,Tennis,0,0,0,2,0
6465,DEN,2000,Archery,0,0,0,1,0
6466,DEN,2000,Athletics,0,0,0,3,1
6467,DEN,2000,Badminton,0,0,0,5,1
6468,DEN,2000,Canoeing,0,0,0,4,0
6469,DEN,2000,Cycling,0,0,0,7,0
6470,DEN,2000,Equestrianism,0,0,0,5,0
6471,DEN,2000,Handball,0,0,1,0,0
6472,DEN,2000,Modern Pentathlon,0,0,0,1,0
6473,DEN,2000,Rowing,0,1,0,2,0
6474,DEN,2000,Sailing,0,0,1,6,0
6475,DEN,2000,Shooting,0,0,0,8,3
6476,DEN,2000,Swimming,0,0,0,10,0
6477,DEN,2000,Table Tennis,0,0,0,1,0
6478,DEN,2000,Taekwondo,0,0,0,2,0
6479,DEN,2000,Tennis,0,0,0,1,0
6480,DEN,2000,Triathlon,0,0,0,2,0
6481,DEN,2004,Archery,0,0,0,1,0
6482,DEN,2004,Athletics,0,1,0,3,1
6483,DEN,2004,Badminton,0,1,0,5,0
6484,DEN,2004,Canoeing,0,0,0,3,0
6485,DEN,2004,Cycling,0,0,0,6,0
6486,DEN,2004,Equestrianism,0,0,0,4,0
6487,DEN,2004,Handball,0,0,1,0,0
6488,DEN,2004,Rowing,0,0,1,3,0
6489,DEN,2004,Sailing,0,2,0,6,0
6490,DEN,2004,Shooting,0,0,0,8,0
6491,DEN,2004,Swimming,0,0,0,14,0
6492,DEN,2004,Table Tennis,0,1,0,1,0
6493,DEN,2004,Taekwondo,0,0,0,2,0
6494,DEN,2004,Trampolining,0,0,0,1,0
6495,DEN,2004,Triathlon,0,0,0,1,0
6496,DEN,2004,Wrestling,0,0,0,2,0
6497,DEN,2008,Archery,0,0,0,2,0
6498,DEN,2008,Athletics,0,0,0,3,0
6499,DEN,2008,Badminton,0,0,0,5,0
6500,DEN,2008,Canoeing,0,0,0,4,2
6501,DEN,2008,Cycling,0,0,0,12,2
6502,DEN,2008,Equestrianism,0,2,0,3,0
6503,DEN,2008,Handball,0,0,0,1,0
6504,DEN,2008,Rowing,0,1,1,2,0
6505,DEN,2008,Sailing,0,0,1,4,0
6506,DEN,2008,Shooting,0,0,0,1,0
6507,DEN,2008,Swimming,0,1,0,16,0
6508,DEN,2008,Table Tennis,0,0,0,1,0
6509,DEN,2008,Tennis,0,0,0,1,0
6510,DEN,2008,Trampolining,0,0,0,1,0
6511,DEN,2008,Triathlon,0,0,0,1,0
6512,DEN,2008,Wrestling,0,0,0,3,0
6513,DEN,2012,Archery,0,0,0,2,0
6514,DEN,2012,Athletics,0,0,0,6,0
6515,DEN,2012,Badminton,0,1,0,4,1
6516,DEN,2012,Boxing,0,0,0,1,0
6517,DEN,2012,Canoeing,0,0,0,7,0
6518,DEN,2012,Cycling,0,0,1,6,0
6519,DEN,2012,Equestrianism,0,0,0,3,0
6520,DEN,2012,Handball,0,0,0,2,0
6521,DEN,2012,Rowing,0,1,1,2,1
6522,DEN,2012,Sailing,0,1,0,6,1
6523,DEN,2012,Shooting,0,0,0,8,1
6524,DEN,2012,Swimming,0,0,0,16,0
6525,DEN,2012,Table Tennis,0,0,0,2,0
6526,DEN,2012,Tennis,0,0,0,1,0
6527,DEN,2012,Trampolining,0,0,0,1,0
6528,DEN,2012,Triathlon,0,0,0,1,0
6529,DEN,2012,Wrestling,0,0,0,3,0
6530,DEN,2016,Athletics,0,0,0,6,1
6531,DEN,2016,Badminton,0,1,0,4,1
6532,DEN,2016,Canoeing,0,0,0,7,2
6533,DEN,2016,Cycling,0,3,0,9,2
6534,DEN,2016,Equestrianism,0,0,0,3,0
6535,DEN,2016,Football,0,0,0,1,0
6536,DEN,2016,Golf,0,0,0,2,0
6537,DEN,2016,Handball,0,0,1,0,0
6538,DEN,2016,Rowing,0,1,0,4,1
6539,DEN,2016,Sailing,0,2,0,6,0
6540,DEN,2016,Shooting,0,0,0,8,0
6541,DEN,2016,Swimming,0,1,1,13,0
6542,DEN,2016,Table Tennis,0,0,0,1,0
6543,DEN,2016,Tennis,0,0,0,1,0
6544,DEN,2016,Triathlon,0,0,0,1,0
6545,DEN,2016,Wrestling,0,0,0,0,2
6546,DEN,2020,Archery,0,0,0,1,0
6547,DEN,2020,Athletics,0,0,0,7,0
6548,DEN,2020,Badminton,0,0,1,5,0
6549,DEN,2020,Canoe Sprint,0,2,0,3,0
6550,DEN,2020,Cycling BMX Racing,0,0,0,1,0
6551,DEN,2020,Cycling Mountain Bike,0,0,0,2,0
6552,DEN,2020,Cycling Road,0,0,0,4,0
6553,DEN,2020,Cycling Track,0,0,1,2,2
6554,DEN,2020,Equestrian,0,0,0,4,0
6555,DEN,2020,Golf,0,0,0,2,0
6556,DEN,2020,Handball,0,0,0,0,1
6557,DEN,2020,Judo,0,0,0,1,0
6558,DEN,2020,Rowing,0,1,0,3,0
6559,DEN,2020,Sailing,0,0,1,4,0
6560,DEN,2020,Shooting,0,0,0,4,1
6561,DEN,2020,Skateboarding,0,0,0,1,0
6562,DEN,2020,Swimming,0,1,0,10,0
6563,DEN,2020,Table Tennis,0,0,0,1,0
6564,DEN,2020,Wrestling,0,0,0,1,0
6565,DEN,2024,Archery,0,0,0,1,0
6566,DEN,2024,Athletics,0,0,0,4,0
6567,DEN,2024,Badminton,0,0,1,5,0
6568,DEN,2024,Boxing,0,0,0,1,0
6569,DEN,2024,Canoe Sprint,0,1,0,3,0
6570,DEN,2024,Cycling BMX Racing,0,0,0,1,0
6571,DEN,2024,Cycling Mountain Bike,0,0,0,2,0
6572,DEN,2024,Cycling Road,0,0,0,6,0
6573,DEN,2024,Cycling Track,0,1,0,6,0
6574,DEN,2024,Equestrian,0,0,0,3,1
6575,DEN,2024,Golf,0,0,0,2,0
6576,DEN,2024,Handball,0,1,1,1,0
6577,DEN,2024,Judo,0,0,0,1,0
6578,DEN,2024,Rowing,0,0,0,4,0
6579,DEN,2024,Sailing,0,0,0,5,1
6580,DEN,2024,Shooting,0,0,0,3,0
6581,DEN,2024,Skateboarding,0,0,0,1,0
6582,DEN,2024,Swimming,0,0,0,7,0
6583,DEN,2024,Table Tennis,0,0,0,2,0
6584,DEN,2024,Taekwondo,0,1,0,0,0
6585,DEN,2024,Tennis,0,0,0,1,0
6586,DEN,2024,Triathlon,0,0,0,2,0
6587,DEN,2024,Wrestling,0,1,0,0,0
6588,DJI,1984,Athletics,0,0,0,1,0
6589,DJI,1988,Athletics,0,1,0,4,0
6590,DJI,1988,Sailing,0,0,0,1,0
6591,DJI,1992,Athletics,0,0,0,4,0
6592,DJI,1992,Judo,0,0,0,2,0
6593,DJI,1992,Sailing,0,0,0,1,0
6594,DJI,1996,Athletics,0,0,0,2,0
6595,DJI,1996,Sailing,0,0,0,2,0
6596,DJI,2000,Athletics,0,0,0,2,0
6597,DJI,2008,Athletics,0,0,0,2,0
6598,DJI,2012,Athletics,0,0,0,2,0
6599,DJI,2012,Swimming,0,0,0,1,0
6600,DJI,2012,Table Tennis,0,0,0,1,0
6601,DJI,2016,Athletics,0,0,0,5,0
6602,DJI,2016,Judo,0,0,0,1,0
6603,DJI,2016,Swimming,0,0,0,1,0
6604,DJI,2020,Athletics,0,0,0,3,0
6605,DJI,2020,Judo,0,0,0,1,0
6606,DJI,2020,Swimming,0,0,0,1,0
6607,DJI,2024,Athletics,0,0,0,3,0
6608,DJI,2024,Judo,0,0,0,1,0
6609,DJI,2024,Swimming,0,0,0,2,0
6610,DMA,1996,Athletics,0,0,0,5,0
6611,DMA,1996,Swimming,0,0,0,1,0
6612,DMA,2000,Athletics,0,0,0,2,0
6613,DMA,2000,Swimming,0,0,0,2,0
6614,DMA,2004,Athletics,0,0,0,2,0
6615,DMA,2008,Athletics,0,0,0,2,0
6616,DMA,2012,Athletics,0,0,0,2,0
6617,DMA,2016,Athletics,0,0,0,2,0
6618,DMA,2020,Athletics,0,0,0,2,0
6619,DMA,2024,Athletics,0,0,1,1,0
6620,DMA,2024,Swimming,0,0,0,2,0
6621,DOM,1964,Athletics,0,0,0,1,0
6622,DOM,1968,Athletics,0,0,0,8,0
6623,DOM,1968,Boxing,0,0,0,2,0
6624,DOM,1968,Shooting,0,0,0,2,0
6625,DOM,1968,Weightlifting,0,0,0,2,0
6626,DOM,1968,Wrestling,0,0,0,3,0
6627,DOM,1972,Judo,0,0,0,2,0
6628,DOM,1972,Shooting,0,0,0,1,0
6629,DOM,1972,Weightlifting,0,0,0,1,0
6630,DOM,1976,Athletics,0,0,0,3,0
6631,DOM,1976,Boxing,0,0,0,6,0
6632,DOM,1976,Weightlifting,0,0,0,1,0
6633,DOM,1980,Athletics,0,0,0,3,0
6634,DOM,1980,Boxing,0,0,0,1,0
6635,DOM,1980,Diving,0,0,0,2,0
6636,DOM,1980,Weightlifting,0,0,0,1,0
6637,DOM,1984,Athletics,0,0,0,5,0
6638,DOM,1984,Boxing,0,1,0,5,0
6639,DOM,1984,Diving,0,0,0,2,0
6640,DOM,1984,Judo,0,0,0,2,0
6641,DOM,1984,Sailing,0,0,0,1,0
6642,DOM,1984,Synchronized Swimming,0,0,0,2,0
6643,DOM,1984,Wrestling,0,0,0,3,0
6644,DOM,1988,Athletics,0,0,0,2,0
6645,DOM,1988,Boxing,0,0,0,5,0
6646,DOM,1988,Judo,0,0,0,1,0
6647,DOM,1988,Table Tennis,0,0,0,3,0
6648,DOM,1988,Weightlifting,0,0,0,4,0
6649,DOM,1992,Baseball,0,0,0,1,0
6650,DOM,1992,Boxing,0,0,0,6,0
6651,DOM,1992,Judo,0,0,0,4,0
6652,DOM,1992,Weightlifting,0,0,0,1,0
6653,DOM,1992,Wrestling,0,0,0,2,0
6654,DOM,1996,Athletics,0,0,0,3,0
6655,DOM,1996,Boxing,0,0,0,6,0
6656,DOM,1996,Judo,0,0,0,3,0
6657,DOM,1996,Table Tennis,0,0,0,1,0
6658,DOM,1996,Tennis,0,0,0,1,0
6659,DOM,1996,Weightlifting,0,0,0,1,0
6660,DOM,1996,Wrestling,0,0,0,2,0
6661,DOM,2000,Athletics,0,0,0,2,0
6662,DOM,2000,Boxing,0,0,0,3,0
6663,DOM,2000,Judo,0,0,0,5,0
6664,DOM,2000,Swimming,0,0,0,1,0
6665,DOM,2000,Weightlifting,0,0,0,2,0
6666,DOM,2004,Athletics,0,0,1,4,0
6667,DOM,2004,Boxing,0,0,0,5,0
6668,DOM,2004,Judo,0,0,0,5,0
6669,DOM,2004,Shooting,0,0,0,1,0
6670,DOM,2004,Table Tennis,0,0,0,2,0
6671,DOM,2004,Taekwondo,0,0,0,1,0
6672,DOM,2004,Volleyball,0,0,0,1,0
6673,DOM,2004,Weightlifting,0,0,0,1,0
6674,DOM,2004,Wrestling,0,0,0,2,0
6675,DOM,2008,Athletics,0,0,0,4,0
6676,DOM,2008,Boxing,0,0,1,5,0
6677,DOM,2008,Judo,0,0,0,3,0
6678,DOM,2008,Sailing,0,0,0,1,0
6679,DOM,2008,Shooting,0,0,0,1,0
6680,DOM,2008,Swimming,0,0,0,1,0
6681,DOM,2008,Table Tennis,0,0,0,3,0
6682,DOM,2008,Taekwondo,0,0,0,0,1
6683,DOM,2008,Weightlifting,0,0,0,1,0
6684,DOM,2012,Athletics,0,0,1,6,1
6685,DOM,2012,Boxing,0,0,0,3,0
6686,DOM,2012,Gymnastics,0,0,0,2,0
6687,DOM,2012,Judo,0,0,0,1,0
6688,DOM,2012,Shooting,0,0,0,1,0
6689,DOM,2012,Swimming,0,0,0,2,0
6690,DOM,2012,Table Tennis,0,0,0,1,0
6691,DOM,2012,Taekwondo,0,0,0,1,0
6692,DOM,2012,Volleyball,0,0,0,1,0
6693,DOM,2012,Weightlifting,0,0,0,2,0
6694,DOM,2016,Archery,0,0,0,1,0
6695,DOM,2016,Athletics,0,0,0,6,0
6696,DOM,2016,Boxing,0,0,0,2,0
6697,DOM,2016,Cycling,0,0,0,2,0
6698,DOM,2016,Equestrianism,0,0,0,2,0
6699,DOM,2016,Judo,0,0,0,1,0
6700,DOM,2016,Shooting,0,0,0,1,0
6701,DOM,2016,Swimming,0,0,0,2,0
6702,DOM,2016,Taekwondo,0,1,0,2,0
6703,DOM,2016,Tennis,0,0,0,1,0
6704,DOM,2016,Weightlifting,0,0,0,3,0
6705,DOM,2020,Athletics,0,0,0,3,2
6706,DOM,2020,Baseball,0,1,0,0,0
6707,DOM,2020,Boxing,0,0,0,7,0
6708,DOM,2020,Diving,0,0,0,1,0
6709,DOM,2020,Equestrian,0,0,0,2,0
6710,DOM,2020,Judo,0,0,0,1,0
6711,DOM,2020,Rowing,0,0,0,1,0
6712,DOM,2020,Softball,0,1,0,0,0
6713,DOM,2020,Swimming,0,0,0,4,0
6714,DOM,2020,Taekwondo,0,0,0,3,0
6715,DOM,2020,Volleyball,0,0,0,1,0
6716,DOM,2020,Weightlifting,0,1,0,3,1
6717,DOM,2024,Artistic Gymnastics,0,0,0,3,0
6718,DOM,2024,Athletics,0,0,1,5,0
6719,DOM,2024,Boxing,0,2,0,1,0
6720,DOM,2024,Diving,0,0,0,2,0
6721,DOM,2024,Equestrian,0,0,0,1,0
6722,DOM,2024,Football,0,0,0,1,0
6723,DOM,2024,Judo,0,0,0,2,0
6724,DOM,2024,Shooting,0,0,0,1,0
6725,DOM,2024,Swimming,0,0,0,2,0
6726,DOM,2024,Taekwondo,0,0,0,2,0
6727,DOM,2024,Volleyball,0,0,0,1,0
6728,DOM,2024,Weightlifting,0,0,0,3,0
6729,DOM,2024,Wrestling,0,0,0,1,0
6730,ECU,1924,Athletics,0,0,0,4,0
6731,ECU,1968,Athletics,0,0,0,1,0
6732,ECU,1968,Boxing,0,0,0,2,0
6733,ECU,1968,Cycling,0,0,0,3,0
6734,ECU,1968,Gymnastics,0,0,0,7,0
6735,ECU,1968,Swimming,0,0,0,7,0
6736,ECU,1968,Wrestling,0,0,0,3,0
6737,ECU,1972,Boxing,0,0,0,1,0
6738,ECU,1972,Swimming,0,0,0,3,0
6739,ECU,1976,Diving,0,0,0,1,0
6740,ECU,1976,Judo,0,0,0,2,0
6741,ECU,1976,Swimming,0,0,0,4,0
6742,ECU,1976,Wrestling,0,0,0,2,0
6743,ECU,1980,Athletics,0,0,0,1,0
6744,ECU,1980,Boxing,0,0,0,3,0
6745,ECU,1980,Cycling,0,0,0,4,0
6746,ECU,1980,Judo,0,0,0,2,0
6747,ECU,1980,Swimming,0,0,0,4,0
6748,ECU,1984,Athletics,0,0,0,5,0
6749,ECU,1984,Equestrianism,0,0,0,2,0
6750,ECU,1984,Judo,0,0,0,1,0
6751,ECU,1984,Shooting,0,0,0,8,0
6752,ECU,1984,Weightlifting,0,0,0,1,0
6753,ECU,1984,Wrestling,0,0,0,3,0
6754,ECU,1988,Athletics,0,0,0,6,0
6755,ECU,1988,Boxing,0,0,0,1,0
6756,ECU,1988,Cycling,0,0,0,2,0
6757,ECU,1988,Diving,0,0,0,1,0
6758,ECU,1988,Shooting,0,0,0,3,0
6759,ECU,1988,Weightlifting,0,0,0,3,0
6760,ECU,1992,Athletics,0,0,0,7,0
6761,ECU,1992,Cycling,0,0,0,3,0
6762,ECU,1992,Judo,0,0,0,1,0
6763,ECU,1992,Shooting,0,0,0,5,0
6764,ECU,1992,Swimming,0,0,0,2,0
6765,ECU,1992,Table Tennis,0,0,0,1,0
6766,ECU,1996,Athletics,0,0,1,3,0
6767,ECU,1996,Boxing,0,0,0,2,0
6768,ECU,1996,Cycling,0,0,0,2,0
6769,ECU,1996,Sailing,0,0,0,1,0
6770,ECU,1996,Shooting,0,0,0,2,0
6771,ECU,1996,Swimming,0,0,0,7,0
6772,ECU,1996,Tennis,0,0,0,2,0
6773,ECU,2000,Athletics,0,0,0,3,0
6774,ECU,2000,Judo,0,0,0,2,0
6775,ECU,2000,Shooting,0,0,0,2,0
6776,ECU,2000,Swimming,0,0,0,4,0
6777,ECU,2000,Weightlifting,0,0,0,1,0
6778,ECU,2004,Athletics,0,0,0,6,0
6779,ECU,2004,Boxing,0,0,0,1,0
6780,ECU,2004,Judo,0,0,0,2,0
6781,ECU,2004,Shooting,0,0,0,4,0
6782,ECU,2004,Swimming,0,0,0,1,0
6783,ECU,2004,Tennis,0,0,0,1,0
6784,ECU,2004,Weightlifting,0,0,0,2,0
6785,ECU,2008,Athletics,0,0,0,9,1
6786,ECU,2008,Boxing,0,0,0,3,0
6787,ECU,2008,Cycling,0,0,0,1,0
6788,ECU,2008,Judo,0,0,0,3,0
6789,ECU,2008,Shooting,0,0,0,2,0
6790,ECU,2008,Swimming,0,0,0,2,0
6791,ECU,2008,Taekwondo,0,0,0,1,0
6792,ECU,2008,Tennis,0,0,0,1,0
6793,ECU,2008,Weightlifting,0,0,0,2,0
6794,ECU,2012,Athletics,0,0,0,11,0
6795,ECU,2012,Boxing,0,0,0,7,0
6796,ECU,2012,Canoeing,0,0,0,2,0
6797,ECU,2012,Cycling,0,0,0,3,0
6798,ECU,2012,Equestrianism,0,0,0,2,0
6799,ECU,2012,Judo,0,0,0,1,0
6800,ECU,2012,Shooting,0,0,0,2,0
6801,ECU,2012,Swimming,0,0,0,3,0
6802,ECU,2012,Triathlon,0,0,0,1,0
6803,ECU,2012,Weightlifting,0,0,0,4,0
6804,ECU,2012,Wrestling,0,0,0,4,0
6805,ECU,2016,Athletics,0,0,0,7,0
6806,ECU,2016,Boxing,0,0,0,4,0
6807,ECU,2016,Canoeing,0,0,0,2,0
6808,ECU,2016,Cycling,0,0,0,3,0
6809,ECU,2016,Equestrianism,0,0,0,2,0
6810,ECU,2016,Judo,0,0,0,3,0
6811,ECU,2016,Rowing,0,0,0,1,0
6812,ECU,2016,Shooting,0,0,0,2,0
6813,ECU,2016,Swimming,0,0,0,3,0
6814,ECU,2016,Triathlon,0,0,0,1,0
6815,ECU,2016,Weightlifting,0,0,0,3,0
6816,ECU,2016,Wrestling,0,0,0,4,0
6817,ECU,2020,Archery,0,0,0,1,0
6818,ECU,2020,Athletics,0,0,0,7,0
6819,ECU,2020,Boxing,0,0,0,4,0
6820,ECU,2020,Cycling BMX Racing,0,0,0,2,0
6821,ECU,2020,Cycling Road,0,0,1,1,0
6822,ECU,2020,Equestrian,0,0,0,1,0
6823,ECU,2020,Golf,0,0,0,1,0
6824,ECU,2020,Judo,0,0,0,3,0
6825,ECU,2020,Marathon Swimming,0,0,0,2,0
6826,ECU,2020,Modern Pentathlon,0,0,0,1,0
6827,ECU,2020,Shooting,0,0,0,2,0
6828,ECU,2020,Surfing,0,0,0,1,0
6829,ECU,2020,Swimming,0,0,0,4,0
6830,ECU,2020,Table Tennis,0,0,0,1,0
6831,ECU,2020,Triathlon,0,0,0,1,0
6832,ECU,2020,Weightlifting,0,0,1,2,1
6833,ECU,2020,Wrestling,0,0,0,2,0
6834,ECU,2024,Athletics,0,0,1,9,1
6835,ECU,2024,Boxing,0,0,0,3,0
6836,ECU,2024,Cycling BMX Racing,0,0,0,1,0
6837,ECU,2024,Cycling Road,0,0,0,1,0
6838,ECU,2024,Equestrian,0,0,0,2,0
6839,ECU,2024,Judo,0,0,0,1,0
6840,ECU,2024,Marathon Swimming,0,0,0,1,0
6841,ECU,2024,Modern Pentathlon,0,0,0,2,0
6842,ECU,2024,Shooting,0,0,0,2,0
6843,ECU,2024,Swimming,0,0,0,2,0
6844,ECU,2024,Table Tennis,0,0,0,1,0
6845,ECU,2024,Triathlon,0,0,0,1,0
6846,ECU,2024,Weightlifting,0,2,0,1,0
6847,ECU,2024,Wrestling,0,0,0,3,1
6848,EGY,1906,Athletics,0,0,0,2,0
6849,EGY,1906,Cycling,0,0,0,2,0
6850,EGY,1906,Wrestling,0,0,0,2,0
6851,EGY,1920,Athletics,0,0,0,4,0
6852,EGY,1920,Fencing,0,0,0,3,0
6853,EGY,1920,Football,0,0,0,1,0
6854,EGY,1920,Gymnastics,0,0,0,1,0
6855,EGY,1920,Weightlifting,0,0,0,1,0
6856,EGY,1920,Wrestling,0,0,0,4,0
6857,EGY,1924,Art Competitions,0,0,0,1,0
6858,EGY,1924,Athletics,0,0,0,2,0
6859,EGY,1924,Boxing,0,0,0,1,0
6860,EGY,1924,Cycling,0,0,0,3,0
6861,EGY,1924,Fencing,0,0,0,2,0
6862,EGY,1924,Football,0,0,0,1,0
6863,EGY,1924,Shooting,0,0,0,2,0
6864,EGY,1924,Weightlifting,0,0,0,1,0
6865,EGY,1924,Wrestling,0,0,0,3,0
6866,EGY,1928,Diving,0,1,0,1,1
6867,EGY,1928,Fencing,0,0,0,5,0
6868,EGY,1928,Football,0,0,0,1,0
6869,EGY,1928,Weightlifting,0,0,1,1,0
6870,EGY,1928,Wrestling,0,0,2,4,0
6871,EGY,1936,Athletics,0,0,0,5,0
6872,EGY,1936,Basketball,0,0,0,1,0
6873,EGY,1936,Boxing,0,0,0,4,0
6874,EGY,1936,Diving,0,0,0,2,0
6875,EGY,1936,Fencing,0,0,0,5,0
6876,EGY,1936,Football,0,0,0,1,0
6877,EGY,1936,Shooting,0,0,0,2,0
6878,EGY,1936,Swimming,0,0,0,3,0
6879,EGY,1936,Weightlifting,0,2,2,3,1
