,NOC,Gold,Silver,Bronze,Total,Year,Past_Gold,Past_Silver,Past_Bronze,Past_Total,Events_Count,Sports_Count,isHoster,Country_Type,Ath_Score,Good_Ath_Ratio
508,CAN,1.0,3.0,5.0,9.0,1936,2.0,5.0,9.0,16.0,167.0,167.0,0.0,1,112.41228050573143,0.5687203791469194
509,CAN,0.0,1.0,2.0,3.0,1948,1.0,3.0,5.0,9.0,188.0,188.0,0.0,1,65.51030137119686,0.7808988764044944
510,CAN,1.0,2.0,0.0,3.0,1952,0.0,1.0,2.0,3.0,154.0,154.0,0.0,1,61.87997930223252,0.7738693467336684
511,CAN,2.0,1.0,3.0,6.0,1956,1.0,2.0,0.0,3.0,150.0,150.0,0.0,1,66.53658248088972,0.7730061349693251
512,CAN,0.0,1.0,0.0,1.0,1960,2.0,1.0,3.0,6.0,140.0,140.0,0.0,1,123.01274181183678,0.5965909090909091
513,CAN,1.0,2.0,1.0,4.0,1964,0.0,1.0,0.0,1.0,194.0,194.0,0.0,1,106.63362081673294,0.5844155844155844
514,CAN,1.0,3.0,1.0,5.0,1968,1.0,2.0,1.0,4.0,291.0,291.0,0.0,1,208.6896066741011,0.5219512195121951
515,CAN,0.0,2.0,3.0,5.0,1972,1.0,3.0,1.0,5.0,344.0,344.0,0.0,1,408.8323932540564,0.38064516129032255
516,CAN,0.0,5.0,6.0,11.0,1976,0.0,2.0,3.0,5.0,531.0,531.0,0.0,1,491.5886145637259,0.4482758620689655
517,CAN,10.0,18.0,16.0,44.0,1984,0.0,5.0,6.0,11.0,572.0,572.0,0.0,1,504.9296217867478,0.6089193825042881
518,CAN,3.0,2.0,5.0,10.0,1988,10.0,18.0,16.0,44.0,503.0,503.0,0.0,1,932.13170929538,0.5109717868338558
519,CAN,7.0,4.0,7.0,18.0,1992,3.0,2.0,5.0,10.0,445.0,445.0,0.0,1,1084.5078335711053,0.3821892393320965
520,CAN,3.0,11.0,8.0,22.0,1996,7.0,4.0,7.0,18.0,408.0,408.0,0.0,1,967.8256328265652,0.2644628099173554
521,CAN,3.0,3.0,8.0,14.0,2000,3.0,11.0,8.0,22.0,422.0,422.0,0.0,1,814.7939349358857,0.2853828306264501
522,CAN,3.0,6.0,3.0,12.0,2004,3.0,3.0,8.0,14.0,391.0,391.0,0.0,1,834.6655092948369,0.2606741573033708
523,CAN,3.0,9.0,8.0,20.0,2008,3.0,6.0,3.0,12.0,449.0,449.0,0.0,1,1053.2730323859403,0.22596153846153846
524,CAN,2.0,6.0,10.0,18.0,2012,3.0,9.0,8.0,20.0,354.0,354.0,0.0,1,1122.6738597260648,0.2845360824742268
525,CAN,4.0,3.0,15.0,22.0,2016,2.0,6.0,10.0,18.0,405.0,405.0,0.0,1,954.2943621146067,0.23316062176165803
526,CAN,7.0,7.0,10.0,24.0,2020,4.0,3.0,15.0,22.0,509.0,509.0,0.0,1,1226.7935465420514,0.25386313465783666
527,CAN,9.0,7.0,11.0,27.0,2024,7.0,7.0,10.0,24.0,538.0,538.0,0.0,1,1716.1852562697331,0.31095406360424027
528,CAY,0.0,0.0,0.0,0.0,1976,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,,
529,CAY,0.0,0.0,0.0,0.0,1984,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0,0.2282395803562418,1.0
530,CAY,0.0,0.0,0.0,0.0,1988,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0,5.972884715438438,0.7142857142857143
531,CAY,0.0,0.0,0.0,0.0,1992,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0,6.545254771453391,0.5
532,CAY,0.0,0.0,0.0,0.0,1996,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0,7.2894396364233565,0.46153846153846156
533,CAY,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,3.9530637106852162,0.8181818181818182
534,CAY,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0,3.610029681916806,0.25
535,CAY,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0,6.672747037075652,0.5
536,CAY,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0,8.21572562422648,0.0
537,CAY,0.0,0.0,0.0,0.0,2016,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,8.99244108176613,0.0
538,CAY,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0,2.260554246768703,0.6
539,CAY,0.0,0.0,0.0,0.0,2024,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,10.38344912436427,0.2222222222222222
540,CGO,0.0,0.0,0.0,0.0,1964,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,,
541,CGO,0.0,0.0,0.0,0.0,1972,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0,0.1724544077906078,1.0
542,CGO,0.0,0.0,0.0,0.0,1980,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0,2.7435420013246277,0.75
543,CGO,0.0,0.0,0.0,0.0,1984,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0,5.793938878419482,0.84
544,CGO,0.0,0.0,0.0,0.0,1988,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0,5.8680642838756825,0.6153846153846154
545,CGO,0.0,0.0,0.0,0.0,1992,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0,4.468158466090073,0.7
546,CGO,0.0,0.0,0.0,0.0,1996,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,3.229722186207228,0.7
547,CGO,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,1.5097718166960266,0.8
548,CGO,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,1.5485411581922444,0.8
549,CGO,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,1.9165160100783565,0.6
550,CGO,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0,2.089943761293863,0.6
551,CGO,0.0,0.0,0.0,0.0,2016,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0,3.691862436527736,0.375
552,CGO,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,4.3148523285492,0.6363636363636364
553,CGO,0.0,0.0,0.0,0.0,2024,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,1.315265741118782,0.3333333333333333
554,CHA,0.0,0.0,0.0,0.0,1964,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,,
555,CHA,0.0,0.0,0.0,0.0,1968,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,0.6380077740423419,1.0
556,CHA,0.0,0.0,0.0,0.0,1972,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,1.1546973642837104,1.0
557,CHA,0.0,0.0,0.0,0.0,1984,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0.8583253500329792,1.0
558,CHA,0.0,0.0,0.0,0.0,1988,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0,0.40722212515014755,1.0
559,CHA,0.0,0.0,0.0,0.0,1992,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0,1.2372029819272061,1.0
560,CHA,0.0,0.0,0.0,0.0,1996,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,1.9898860503534297,1.0
561,CHA,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,1.5573581857218983,0.75
562,CHA,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,2.1451032425930032,0.3333333333333333
563,CHA,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0.863306018810674,0.0
564,CHA,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0.879278469277085,1.0
565,CHA,0.0,0.0,0.0,0.0,2016,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0.685870265649191,1.0
566,CHA,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0.7561913856811298,0.5
567,CHA,0.0,0.0,0.0,0.0,2024,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,1.315265741118782,0.3333333333333333
568,CHI,0.0,0.0,0.0,0.0,1912,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0,,
569,CHI,0.0,0.0,0.0,0.0,1920,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,2.43539571911286,1.0
570,CHI,0.0,0.0,0.0,0.0,1924,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0,0.0535916917883016,1.0
571,CHI,0.0,1.0,0.0,1.0,1928,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0,2.9379925710909633,1.0
572,CHI,0.0,0.0,0.0,0.0,1936,0.0,0.0,0.0,0.0,56.0,56.0,0.0,0,8.957039830746309,0.9454545454545454
573,CHI,0.0,0.0,0.0,0.0,1948,0.0,0.0,0.0,0.0,72.0,72.0,0.0,0,22.85174583260827,0.9041095890410958
574,CHI,0.0,2.0,0.0,2.0,1952,0.0,1.0,0.0,1.0,82.0,82.0,0.0,0,9.009617732017462,1.0
575,CHI,0.0,2.0,2.0,4.0,1956,0.0,2.0,0.0,2.0,43.0,43.0,0.0,0,16.750633542973706,0.8837209302325582
576,CHI,0.0,0.0,0.0,0.0,1960,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0,15.008108918051533,0.88
577,CHI,0.0,0.0,0.0,0.0,1964,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0,4.664213383519586,0.8823529411764706
578,CHI,0.0,0.0,0.0,0.0,1968,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0,4.292595576928354,0.9545454545454546
579,CHI,0.0,0.0,0.0,0.0,1972,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0,11.054825704933405,0.9411764705882353
580,CHI,0.0,0.0,0.0,0.0,1976,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0,3.2576586121730857,0.8461538461538461
581,CHI,0.0,0.0,0.0,0.0,1984,0.0,0.0,0.0,0.0,64.0,64.0,0.0,0,2.2211931281790407,1.0
582,CHI,0.0,1.0,0.0,1.0,1988,0.0,2.0,2.0,4.0,23.0,23.0,0.0,0,25.96317223542495,0.8289473684210527
583,CHI,0.0,0.0,0.0,0.0,1992,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0,12.843936678297023,0.7037037037037037
584,CHI,0.0,0.0,0.0,0.0,1996,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0,11.08236795656223,0.47058823529411764
585,CHI,0.0,0.0,1.0,1.0,2000,0.0,1.0,0.0,1.0,58.0,58.0,0.0,0,21.523495192912215,0.6129032258064516
586,CHI,2.0,0.0,1.0,3.0,2004,0.0,0.0,1.0,1.0,29.0,29.0,0.0,0,52.34141146759423,0.5441176470588235
587,CHI,0.0,1.0,0.0,1.0,2008,2.0,0.0,1.0,3.0,29.0,29.0,0.0,0,48.32640120968873,0.43333333333333335
588,CHI,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0,43.76886146559178,0.5666666666666667
589,CHI,0.0,0.0,0.0,0.0,2016,0.0,0.0,0.0,0.0,47.0,47.0,0.0,0,37.03354092962167,0.3404255319148936
590,CHI,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0,32.16651060453069,0.6078431372549019
591,CHI,1.0,1.0,0.0,2.0,2024,0.0,1.0,0.0,1.0,52.0,52.0,0.0,0,36.24607948072115,0.5396825396825397
592,CHN,0.0,0.0,0.0,0.0,1932,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1,,
593,CHN,0.0,0.0,0.0,0.0,1936,0.0,0.0,0.0,0.0,65.0,65.0,0.0,1,0.7335735400965874,1.0
594,CHN,0.0,0.0,0.0,0.0,1948,0.0,0.0,0.0,0.0,33.0,33.0,0.0,1,6.6522716432749665,1.0
595,CHN,0.0,0.0,0.0,0.0,1952,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,3.7093331245117063,1.0
596,CHN,15.0,8.0,9.0,32.0,1984,0.0,0.0,0.0,0.0,323.0,323.0,0.0,1,0.1921786698436691,1.0
597,CHN,5.0,11.0,12.0,28.0,1988,15.0,8.0,9.0,32.0,427.0,427.0,0.0,1,1024.671246832976,0.4584527220630373
598,CHN,16.0,22.0,16.0,54.0,1992,5.0,11.0,12.0,28.0,394.0,394.0,0.0,1,1340.946713483718,0.3991507430997877
599,CHN,16.0,22.0,12.0,50.0,1996,16.0,22.0,16.0,54.0,438.0,438.0,0.0,1,1503.21457704541,0.21559633027522937
600,CHN,28.0,16.0,14.0,58.0,2000,16.0,22.0,12.0,50.0,414.0,414.0,0.0,1,1661.9439692220333,0.2208067940552017
601,CHN,32.0,17.0,14.0,63.0,2004,28.0,16.0,14.0,58.0,518.0,518.0,0.0,1,2330.2226254269394,0.18655097613882862
602,CHN,48.0,22.0,30.0,100.0,2008,32.0,17.0,14.0,63.0,730.0,730.0,0.0,1,2835.1818278587393,0.2730318257956449
603,CHN,39.0,31.0,22.0,92.0,2012,48.0,22.0,30.0,100.0,479.0,479.0,0.0,1,3425.213376899461,0.3882783882783883
604,CHN,26.0,18.0,26.0,70.0,2016,39.0,31.0,22.0,92.0,499.0,499.0,0.0,1,2368.063323293934,0.2300380228136882
605,CHN,38.0,32.0,19.0,89.0,2020,26.0,18.0,26.0,70.0,574.0,574.0,0.0,1,1650.3686922961947,0.38733705772811916
606,CHN,40.0,27.0,24.0,91.0,2024,38.0,32.0,19.0,89.0,587.0,587.0,0.0,1,2987.8990717788215,0.2942176870748299
607,CIV,0.0,0.0,0.0,0.0,1964,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0,,
608,CIV,0.0,0.0,0.0,0.0,1968,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0,1.9765229688823565,1.0
609,CIV,0.0,0.0,0.0,0.0,1972,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0,2.7686809568288693,1.0
610,CIV,0.0,0.0,0.0,0.0,1976,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0,3.553683641421355,0.8461538461538461
611,CIV,0.0,1.0,0.0,1.0,1984,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0,4.213040677912513,0.45454545454545453
612,CIV,0.0,0.0,0.0,0.0,1988,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0,8.892110171130806,0.7222222222222222
613,CIV,0.0,0.0,0.0,0.0,1992,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0,9.419884206741601,0.896551724137931
614,CIV,0.0,0.0,0.0,0.0,1996,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0,7.018860977492627,0.7222222222222222
615,CIV,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0,7.259564077939219,0.4666666666666667
616,CIV,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,10.273201996593004,0.5238095238095238
617,CIV,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0,2.3123734650602112,0.6
618,CIV,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0,7.1182800127144334,0.8636363636363636
619,CIV,1.0,0.0,1.0,2.0,2016,0.0,1.0,0.0,1.0,15.0,15.0,0.0,0,7.934480887977086,0.5
620,CIV,0.0,0.0,1.0,1.0,2020,1.0,0.0,1.0,2.0,32.0,32.0,0.0,0,12.881605631622818,0.3333333333333333
621,CIV,0.0,0.0,1.0,1.0,2024,0.0,0.0,1.0,1.0,18.0,18.0,0.0,0,15.913596860011296,0.8125
622,CMR,0.0,0.0,0.0,0.0,1964,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,,
623,CMR,0.0,1.0,0.0,1.0,1968,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,0.3639521084331918,1.0
624,CMR,0.0,0.0,0.0,0.0,1972,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0,1.475723104859244,0.8
625,CMR,0.0,0.0,0.0,0.0,1976,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,6.78970751945231,0.7777777777777778
626,CMR,0.0,0.0,0.0,0.0,1980,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0,2.048156844512092,0.5
627,CMR,0.0,0.0,1.0,1.0,1984,0.0,1.0,0.0,1.0,56.0,56.0,0.0,0,9.637462396514788,0.7931034482758621
628,CMR,0.0,0.0,0.0,0.0,1988,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0,16.25564371576323,0.8392857142857143
629,CMR,0.0,0.0,0.0,0.0,1992,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0,7.731864763198617,0.7142857142857143
630,CMR,0.0,0.0,0.0,0.0,1996,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0,6.188353408779436,0.5833333333333334
631,CMR,1.0,0.0,0.0,1.0,2000,0.0,0.0,1.0,1.0,39.0,39.0,0.0,0,10.376431112008492,0.5714285714285714
632,CMR,1.0,0.0,0.0,1.0,2004,1.0,0.0,0.0,1.0,19.0,19.0,0.0,0,66.48880328092694,0.3076923076923077
633,CMR,1.0,0.0,0.0,1.0,2008,1.0,0.0,0.0,1.0,32.0,32.0,0.0,0,16.9827314204205,0.75
634,CMR,0.0,0.0,1.0,1.0,2012,1.0,0.0,0.0,1.0,32.0,32.0,0.0,0,16.367954958210674,0.875
635,CMR,0.0,0.0,0.0,0.0,2016,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0,9.255552455844565,0.9375
636,CMR,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0,6.218774123332116,0.9090909090909091
637,CMR,0.0,0.0,0.0,0.0,2024,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0,3.8896997011138437,0.8333333333333334
638,COD,0.0,0.0,0.0,0.0,1968,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0,,
639,COD,0.0,0.0,0.0,0.0,1984,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0,1.391523381681797,1.0
640,COD,0.0,0.0,0.0,0.0,1988,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0,2.075456997369281,0.8888888888888888
641,COD,0.0,0.0,0.0,0.0,1992,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0,7.884699424938671,0.6190476190476191
642,COD,0.0,0.0,0.0,0.0,1996,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0,6.6186281866110726,0.6842105263157895
643,COD,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,3.598559845413264,0.8571428571428571
644,COD,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0,1.3546350801801652,0.6666666666666666
645,COD,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,2.3037854251954375,1.0
646,COD,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,1.2787988538582575,1.0
647,COD,0.0,0.0,0.0,0.0,2016,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,0.900332005375044,1.0
648,COD,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0,0.9542871950037612,1.0
649,COD,0.0,0.0,0.0,0.0,2024,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0,2.3511844767979593,0.875
650,COK,0.0,0.0,0.0,0.0,1988,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0,,
651,COK,0.0,0.0,0.0,0.0,1992,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,1.5063610656719661,1.0
652,COK,0.0,0.0,0.0,0.0,1996,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0.9383394293122309,0.5
653,COK,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,1.315131491353999,0.6666666666666666
654,COK,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0.5617920871077782,1.0
655,COK,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,1.2190650695280756,0.6666666666666666
656,COK,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0,3.2881415276280666,0.7777777777777778
657,COK,0.0,0.0,0.0,0.0,2016,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0,3.3181367126272336,0.4444444444444444
658,COK,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0,3.499981143509986,0.5555555555555556
659,COK,0.0,0.0,0.0,0.0,2024,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,4.533794769274086,0.2222222222222222
660,COL,0.0,0.0,0.0,0.0,1900,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,,
661,COL,0.0,0.0,0.0,0.0,1932,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0.136005507521549,1.0
662,COL,0.0,0.0,0.0,0.0,1936,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0,0.074883040626823,1.0
663,COL,0.0,0.0,0.0,0.0,1948,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0,3.977652938074075,0.8
664,COL,0.0,0.0,0.0,0.0,1956,0.0,0.0,0.0,0.0,47.0,47.0,0.0,0,14.474553872423018,0.8
665,COL,0.0,0.0,0.0,0.0,1960,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0,26.436003498762208,0.8245614035087719
666,COL,0.0,0.0,0.0,0.0,1964,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0,9.02641151104413,0.8695652173913043
667,COL,0.0,0.0,0.0,0.0,1968,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0,19.921978687705078,0.7804878048780488
668,COL,0.0,1.0,2.0,3.0,1972,0.0,0.0,0.0,0.0,75.0,75.0,0.0,0,32.05906205029537,0.68
669,COL,0.0,0.0,0.0,0.0,1976,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0,35.429476256091796,0.7653061224489796
670,COL,0.0,0.0,0.0,0.0,1980,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0,17.28521057677025,0.8085106382978723
671,COL,0.0,1.0,0.0,1.0,1984,0.0,1.0,2.0,3.0,48.0,48.0,0.0,0,12.52288038217817,0.868421052631579
672,COL,0.0,0.0,1.0,1.0,1988,0.0,1.0,0.0,1.0,57.0,57.0,0.0,0,25.766301816262978,0.7321428571428571
673,COL,0.0,0.0,1.0,1.0,1992,0.0,0.0,1.0,1.0,61.0,61.0,0.0,0,50.401768500005026,0.5569620253164557
674,COL,0.0,0.0,0.0,0.0,1996,0.0,0.0,0.0,0.0,62.0,62.0,0.0,0,50.1970928045127,0.6590909090909091
675,COL,1.0,0.0,0.0,1.0,2000,0.0,0.0,1.0,1.0,54.0,54.0,0.0,0,59.31872633243876,0.575
676,COL,0.0,0.0,2.0,2.0,2004,1.0,0.0,0.0,1.0,71.0,71.0,0.0,0,47.13430032400298,0.5084745762711864
677,COL,0.0,2.0,1.0,3.0,2008,0.0,0.0,2.0,2.0,90.0,90.0,0.0,0,136.4571119314358,0.4842105263157895
678,COL,1.0,3.0,5.0,9.0,2012,0.0,2.0,1.0,3.0,120.0,120.0,0.0,0,156.79005934246177,0.452991452991453
679,COL,3.0,2.0,3.0,8.0,2016,1.0,3.0,5.0,9.0,157.0,157.0,0.0,0,157.37251944635716,0.40714285714285714
680,COL,0.0,4.0,1.0,5.0,2020,3.0,2.0,3.0,8.0,77.0,77.0,0.0,0,114.54822427067683,0.5269461077844312
681,COL,0.0,3.0,1.0,4.0,2024,0.0,4.0,1.0,5.0,105.0,105.0,0.0,0,44.379052441114304,0.5925925925925926
682,COM,0.0,0.0,0.0,0.0,1996,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,,
683,COM,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,1.1329797546542584,0.75
684,COM,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0.8017490460184563,0.5
685,COM,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,1.0131529140469746,0.6666666666666666
686,COM,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0.8839756721785936,1.0
687,COM,0.0,0.0,0.0,0.0,2016,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,1.1751246263858808,0.6666666666666666
688,COM,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,1.2049697569895108,0.75
689,COM,0.0,0.0,0.0,0.0,2024,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,0.755892168420774,1.0
690,CPV,0.0,0.0,0.0,0.0,1996,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,,
691,CPV,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,1.165617994228152,0.6666666666666666
692,CPV,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0.9935410829942147,0.5
693,CPV,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,1.247373005611641,0.6666666666666666
694,CPV,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0.644016242048512,1.0
695,CPV,0.0,0.0,0.0,0.0,2016,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,0.9394203634242119,0.6666666666666666
696,CPV,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0,1.7225893439197004,0.6
697,CPV,0.0,0.0,1.0,1.0,2024,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0,3.065658004095646,0.625
698,CRC,0.0,0.0,0.0,0.0,1936,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,,
699,CRC,0.0,0.0,0.0,0.0,1964,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0.0417722327823212,1.0
700,CRC,0.0,0.0,0.0,0.0,1968,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0,0.1724544077906078,1.0
701,CRC,0.0,0.0,0.0,0.0,1972,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,17.716196318930805,0.7777777777777778
702,CRC,0.0,0.0,0.0,0.0,1976,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0,2.1565349183808293,0.5
703,CRC,0.0,0.0,0.0,0.0,1980,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0,9.942982082191435,0.4166666666666667
704,CRC,0.0,0.0,0.0,0.0,1984,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0,17.784325378286752,0.8095238095238095
705,CRC,0.0,1.0,0.0,1.0,1988,0.0,0.0,0.0,0.0,33.0,33.0,0.0,0,10.208861753368177,0.8787878787878788
706,CRC,0.0,0.0,0.0,0.0,1992,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0,26.9066097235377,0.38235294117647056
707,CRC,1.0,0.0,0.0,1.0,1996,0.0,1.0,0.0,1.0,13.0,13.0,0.0,0,12.250638416552222,0.7272727272727273
